"STREET_NAME","METER_CLASS","DATE_TYPE","TIME_BAND","LAST_RATE","OCCUPANCY_PCT","PROPOSED_RATE","FINAL_RATE","ADJUSTMENT_REASON"
"1700-1799 MISSION ST","Commercial","Weekday","Open-12pm",2.25,35,2,2.25,"Meter payment realization rate threshold applied"
"1700-1799 MISSION ST","Commercial","Weekday","12pm-3pm",2,35,1.75,2,"Meter payment realization rate threshold applied"
"1700-1799 MISSION ST","Commercial","Weekday","3pm-6pm",2,32,1.75,2,"Meter payment realization rate threshold applied"
"1700-1799 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1700-1799 MISSION ST","Commercial","Weekend","Open-12pm",0.5,26,0.25,0.5,"Minimum rate rule applied"
"1700-1799 MISSION ST","Commercial","Weekend","12pm-3pm",0.5,30,0.25,0.5,"Minimum rate rule applied"
"1700-1799 MISSION ST","Commercial","Weekend","3pm-6pm",1.75,35,1.75,1.75,""
"1700-1799 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1700-1799 MISSION ST","GMP","Weekday","Open-12pm",2.25,57,2,2.25,"Meter payment realization rate threshold applied"
"1700-1799 MISSION ST","GMP","Weekday","12pm-3pm",2,59,1.75,2,"Meter payment realization rate threshold applied"
"1700-1799 MISSION ST","GMP","Weekday","3pm-6pm",2,57,1.75,2,"Meter payment realization rate threshold applied"
"1700-1799 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1700-1799 MISSION ST","GMP","Weekend","Open-12pm",0.5,38,0.25,0.5,"Minimum rate rule applied"
"1700-1799 MISSION ST","GMP","Weekend","12pm-3pm",0.5,55,0.25,0.5,"Minimum rate rule applied"
"1700-1799 MISSION ST","GMP","Weekend","3pm-6pm",1.75,62,1.75,1.75,""
"1700-1799 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1800-1899 MISSION ST","Commercial","Weekday","Open-12pm",1.75,30,1.75,1.75,""
"1800-1899 MISSION ST","Commercial","Weekday","12pm-3pm",2,30,2,2,""
"1800-1899 MISSION ST","Commercial","Weekday","3pm-6pm",0.5,30,0.25,0.5,"Minimum rate rule applied"
"1800-1899 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1800-1899 MISSION ST","Commercial","Weekend","Open-12pm",2.25,34,2,2.25,"Meter payment realization rate threshold applied"
"1800-1899 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,43,2,2.25,"Meter payment realization rate threshold applied"
"1800-1899 MISSION ST","Commercial","Weekend","3pm-6pm",2.25,33,2,2.25,"Meter payment realization rate threshold applied"
"1800-1899 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1800-1899 MISSION ST","GMP","Weekday","Open-12pm",1.75,63,1.75,1.75,""
"1800-1899 MISSION ST","GMP","Weekday","12pm-3pm",2,62,2,2,""
"1800-1899 MISSION ST","GMP","Weekday","3pm-6pm",0.5,56,0.25,0.5,"Minimum rate rule applied"
"1800-1899 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1800-1899 MISSION ST","GMP","Weekend","Open-12pm",2.25,51,2,2.25,"Meter payment realization rate threshold applied"
"1800-1899 MISSION ST","GMP","Weekend","12pm-3pm",2.25,50,2,2.25,"Meter payment realization rate threshold applied"
"1800-1899 MISSION ST","GMP","Weekend","3pm-6pm",2.25,48,2,2.25,"Meter payment realization rate threshold applied"
"1800-1899 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1900-1999 MISSION ST","Commercial","Weekday","Open-12pm",2.25,38,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,38,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,39,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1900-1999 MISSION ST","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1900-1999 MISSION ST","GMP","Weekday","Open-12pm",2.25,51,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","GMP","Weekday","12pm-3pm",2.25,52,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","GMP","Weekday","3pm-6pm",2.25,52,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1900-1999 MISSION ST","GMP","Weekend","Open-12pm",2.25,45,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","GMP","Weekend","12pm-3pm",2.25,48,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","GMP","Weekend","3pm-6pm",2.25,45,2,2.25,"Meter payment realization rate threshold applied"
"1900-1999 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2000-2099 MISSION ST","Commercial","Weekday","Open-12pm",2.25,41,2.25,2.25,""
"2000-2099 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,41,2.25,2.25,""
"2000-2099 MISSION ST","Commercial","Weekday","3pm-6pm",1.25,42,1.25,1.25,""
"2000-2099 MISSION ST","Commercial","Weekday","6pm-Close",2,,2,2,""
"2000-2099 MISSION ST","Commercial","Weekend","Open-12pm",0.5,41,0.5,0.5,""
"2000-2099 MISSION ST","Commercial","Weekend","12pm-3pm",2,40,2,2,""
"2000-2099 MISSION ST","Commercial","Weekend","3pm-6pm",1.25,46,1.25,1.25,""
"2000-2099 MISSION ST","Commercial","Weekend","6pm-Close",2,,2,2,""
"2000-2099 MISSION ST","GMP","Weekday","Open-12pm",2.25,70,2.25,2.25,""
"2000-2099 MISSION ST","GMP","Weekday","12pm-3pm",2.25,71,2.25,2.25,""
"2000-2099 MISSION ST","GMP","Weekday","3pm-6pm",1.25,68,1.25,1.25,""
"2000-2099 MISSION ST","GMP","Weekday","6pm-Close",2,,2,2,""
"2000-2099 MISSION ST","GMP","Weekend","Open-12pm",0.5,69,0.5,0.5,""
"2000-2099 MISSION ST","GMP","Weekend","12pm-3pm",2,72,2,2,""
"2000-2099 MISSION ST","GMP","Weekend","3pm-6pm",1.25,73,1.25,1.25,""
"2000-2099 MISSION ST","GMP","Weekend","6pm-Close",2,,2,2,""
"2100-2199 MISSION ST","Commercial","Weekday","Open-12pm",2.25,41,2.25,2.25,""
"2100-2199 MISSION ST","Commercial","Weekday","12pm-3pm",2.5,44,2.5,2.5,""
"2100-2199 MISSION ST","Commercial","Weekday","3pm-6pm",1.75,43,1.75,1.75,""
"2100-2199 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2100-2199 MISSION ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Minimum rate rule applied"
"2100-2199 MISSION ST","Commercial","Weekend","12pm-3pm",2.5,,2.25,2.25,""
"2100-2199 MISSION ST","Commercial","Weekend","3pm-6pm",2.25,,2.25,2.25,""
"2100-2199 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2100-2199 MISSION ST","GMP","Weekday","Open-12pm",2.25,61,2.25,2.25,""
"2100-2199 MISSION ST","GMP","Weekday","12pm-3pm",2.5,62,2.5,2.5,""
"2100-2199 MISSION ST","GMP","Weekday","3pm-6pm",1.75,64,1.75,1.75,""
"2100-2199 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2100-2199 MISSION ST","GMP","Weekend","Open-12pm",0.5,54,0.25,0.5,"Minimum rate rule applied"
"2100-2199 MISSION ST","GMP","Weekend","12pm-3pm",2.5,58,2.25,2.25,""
"2100-2199 MISSION ST","GMP","Weekend","3pm-6pm",2.25,63,2.25,2.25,""
"2100-2199 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2200-2299 MISSION ST","Commercial","Weekday","Open-12pm",0.5,41,0.5,0.5,""
"2200-2299 MISSION ST","Commercial","Weekday","12pm-3pm",3,43,3,3,""
"2200-2299 MISSION ST","Commercial","Weekday","3pm-6pm",2.5,43,2.5,2.5,""
"2200-2299 MISSION ST","Commercial","Weekday","6pm-Close",2.5,,2.5,2.5,""
"2200-2299 MISSION ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Minimum rate rule applied"
"2200-2299 MISSION ST","Commercial","Weekend","12pm-3pm",3.25,,3.25,3.25,""
"2200-2299 MISSION ST","Commercial","Weekend","3pm-6pm",3,,3,3,""
"2200-2299 MISSION ST","Commercial","Weekend","6pm-Close",3.25,,3.25,3.25,""
"2200-2299 MISSION ST","GMP","Weekday","Open-12pm",0.5,66,0.5,0.5,""
"2200-2299 MISSION ST","GMP","Weekday","12pm-3pm",3,66,3,3,""
"2200-2299 MISSION ST","GMP","Weekday","3pm-6pm",2.5,69,2.5,2.5,""
"2200-2299 MISSION ST","GMP","Weekday","6pm-Close",2.5,,2.5,2.5,""
"2200-2299 MISSION ST","GMP","Weekend","Open-12pm",0.5,53,0.25,0.5,"Minimum rate rule applied"
"2200-2299 MISSION ST","GMP","Weekend","12pm-3pm",3.25,69,3.25,3.25,""
"2200-2299 MISSION ST","GMP","Weekend","3pm-6pm",3,71,3,3,""
"2200-2299 MISSION ST","GMP","Weekend","6pm-Close",3.25,,3.25,3.25,""
"2300-2399 MISSION ST","Commercial","Weekday","Open-12pm",2.25,41,2,2.25,"Meter payment realization rate threshold applied"
"2300-2399 MISSION ST","Commercial","Weekday","12pm-3pm",2.75,46,2.5,2.75,"Meter payment realization rate threshold applied"
"2300-2399 MISSION ST","Commercial","Weekday","3pm-6pm",2.5,47,2.5,2.5,""
"2300-2399 MISSION ST","Commercial","Weekday","6pm-Close",2.5,,2.5,2.5,""
"2300-2399 MISSION ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Minimum rate rule applied"
"2300-2399 MISSION ST","Commercial","Weekend","12pm-3pm",2,,2,2,""
"2300-2399 MISSION ST","Commercial","Weekend","3pm-6pm",1.5,,1.5,1.5,""
"2300-2399 MISSION ST","Commercial","Weekend","6pm-Close",2.5,,2.5,2.5,""
"2300-2399 MISSION ST","GMP","Weekday","Open-12pm",2.25,58,2,2.25,"Meter payment realization rate threshold applied"
"2300-2399 MISSION ST","GMP","Weekday","12pm-3pm",2.75,59,2.5,2.75,"Meter payment realization rate threshold applied"
"2300-2399 MISSION ST","GMP","Weekday","3pm-6pm",2.5,62,2.5,2.5,""
"2300-2399 MISSION ST","GMP","Weekday","6pm-Close",2.5,,2.5,2.5,""
"2300-2399 MISSION ST","GMP","Weekend","Open-12pm",0.5,58,0.25,0.5,"Minimum rate rule applied"
"2300-2399 MISSION ST","GMP","Weekend","12pm-3pm",2,66,2,2,""
"2300-2399 MISSION ST","GMP","Weekend","3pm-6pm",1.5,67,1.5,1.5,""
"2300-2399 MISSION ST","GMP","Weekend","6pm-Close",2.5,,2.5,2.5,""
"2401-2499 MISSION ST","Commercial","Weekday","Open-12pm",2.75,40,2.5,2.75,"Meter payment realization rate threshold applied"
"2401-2499 MISSION ST","Commercial","Weekday","12pm-3pm",2.75,41,2.5,2.75,"Meter payment realization rate threshold applied"
"2401-2499 MISSION ST","Commercial","Weekday","3pm-6pm",3,42,2.75,3,"Meter payment realization rate threshold applied"
"2401-2499 MISSION ST","Commercial","Weekday","6pm-Close",3,,3,3,""
"2401-2499 MISSION ST","Commercial","Weekend","Open-12pm",1,,0.75,0.75,""
"2401-2499 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"2401-2499 MISSION ST","Commercial","Weekend","3pm-6pm",2,,2,2,""
"2401-2499 MISSION ST","Commercial","Weekend","6pm-Close",2,,2,2,""
"2401-2499 MISSION ST","GMP","Weekday","Open-12pm",2.75,46,2.5,2.75,"Meter payment realization rate threshold applied"
"2401-2499 MISSION ST","GMP","Weekday","12pm-3pm",2.75,47,2.5,2.75,"Meter payment realization rate threshold applied"
"2401-2499 MISSION ST","GMP","Weekday","3pm-6pm",3,51,2.75,3,"Meter payment realization rate threshold applied"
"2401-2499 MISSION ST","GMP","Weekday","6pm-Close",3,,3,3,""
"2401-2499 MISSION ST","GMP","Weekend","Open-12pm",1,59,0.75,0.75,""
"2401-2499 MISSION ST","GMP","Weekend","12pm-3pm",2.25,64,2.25,2.25,""
"2401-2499 MISSION ST","GMP","Weekend","3pm-6pm",2,65,2,2,""
"2401-2499 MISSION ST","GMP","Weekend","6pm-Close",2,,2,2,""
"2500-2599 MISSION ST","Commercial","Weekday","Open-12pm",2.25,39,2,2.25,"Meter payment realization rate threshold applied"
"2500-2599 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,39,2,2.25,"Meter payment realization rate threshold applied"
"2500-2599 MISSION ST","Commercial","Weekday","3pm-6pm",2.75,40,2.5,2.75,"Meter payment realization rate threshold applied"
"2500-2599 MISSION ST","Commercial","Weekday","6pm-Close",2.75,,2.75,2.75,""
"2500-2599 MISSION ST","Commercial","Weekend","Open-12pm",0.5,35,0.25,0.5,"Minimum rate rule applied"
"2500-2599 MISSION ST","Commercial","Weekend","12pm-3pm",3.25,35,3.25,3.25,""
"2500-2599 MISSION ST","Commercial","Weekend","3pm-6pm",2.5,34,2.5,2.5,""
"2500-2599 MISSION ST","Commercial","Weekend","6pm-Close",2.5,,2.5,2.5,""
"2500-2599 MISSION ST","GMP","Weekday","Open-12pm",2.25,52,2,2.25,"Meter payment realization rate threshold applied"
"2500-2599 MISSION ST","GMP","Weekday","12pm-3pm",2.25,54,2,2.25,"Meter payment realization rate threshold applied"
"2500-2599 MISSION ST","GMP","Weekday","3pm-6pm",2.75,55,2.5,2.75,"Meter payment realization rate threshold applied"
"2500-2599 MISSION ST","GMP","Weekday","6pm-Close",2.75,,2.75,2.75,""
"2500-2599 MISSION ST","GMP","Weekend","Open-12pm",0.5,56,0.25,0.5,"Minimum rate rule applied"
"2500-2599 MISSION ST","GMP","Weekend","12pm-3pm",3.25,75,3.25,3.25,""
"2500-2599 MISSION ST","GMP","Weekend","3pm-6pm",2.5,66,2.5,2.5,""
"2500-2599 MISSION ST","GMP","Weekend","6pm-Close",2.5,,2.5,2.5,""
"2600-2699 MISSION ST","Commercial","Weekday","Open-12pm",3.5,40,3.5,3.5,""
"2600-2699 MISSION ST","Commercial","Weekday","12pm-3pm",2.75,43,2.75,2.75,""
"2600-2699 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,43,2.25,2.25,""
"2600-2699 MISSION ST","Commercial","Weekday","6pm-Close",2.75,,2.75,2.75,""
"2600-2699 MISSION ST","Commercial","Weekend","Open-12pm",1,,1,1,""
"2600-2699 MISSION ST","Commercial","Weekend","12pm-3pm",2.75,,2.75,2.75,""
"2600-2699 MISSION ST","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.25,""
"2600-2699 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2600-2699 MISSION ST","GMP","Weekday","Open-12pm",3.5,64,3.5,3.5,""
"2600-2699 MISSION ST","GMP","Weekday","12pm-3pm",2.75,64,2.75,2.75,""
"2600-2699 MISSION ST","GMP","Weekday","3pm-6pm",2.25,67,2.25,2.25,""
"2600-2699 MISSION ST","GMP","Weekday","6pm-Close",2.75,,2.75,2.75,""
"2600-2699 MISSION ST","GMP","Weekend","Open-12pm",1,60,1,1,""
"2600-2699 MISSION ST","GMP","Weekend","12pm-3pm",2.75,64,2.75,2.75,""
"2600-2699 MISSION ST","GMP","Weekend","3pm-6pm",1.5,57,1.25,1.25,""
"2600-2699 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2700-2799 MISSION ST","Commercial","Weekday","Open-12pm",2.25,43,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,48,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,45,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2700-2799 MISSION ST","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2700-2799 MISSION ST","GMP","Weekday","Open-12pm",2.25,52,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","GMP","Weekday","12pm-3pm",2.25,53,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","GMP","Weekday","3pm-6pm",2.25,55,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2700-2799 MISSION ST","GMP","Weekend","Open-12pm",2.25,51,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","GMP","Weekend","12pm-3pm",2.25,51,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","GMP","Weekend","3pm-6pm",2.25,49,2,2.25,"Meter payment realization rate threshold applied"
"2700-2799 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2800-2899 MISSION ST","Commercial","Weekday","Open-12pm",1.25,46,1.25,1.25,""
"2800-2899 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,47,2.25,2.25,""
"2800-2899 MISSION ST","Commercial","Weekday","3pm-6pm",2,43,2,2,""
"2800-2899 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2800-2899 MISSION ST","Commercial","Weekend","Open-12pm",1.25,,1.25,1.25,""
"2800-2899 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"2800-2899 MISSION ST","Commercial","Weekend","3pm-6pm",1.5,,1.5,1.5,""
"2800-2899 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2800-2899 MISSION ST","GMP","Weekday","Open-12pm",1.25,71,1.25,1.25,""
"2800-2899 MISSION ST","GMP","Weekday","12pm-3pm",2.25,67,2.25,2.25,""
"2800-2899 MISSION ST","GMP","Weekday","3pm-6pm",2,64,2,2,""
"2800-2899 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2800-2899 MISSION ST","GMP","Weekend","Open-12pm",1.25,63,1.25,1.25,""
"2800-2899 MISSION ST","GMP","Weekend","12pm-3pm",2.25,65,2.25,2.25,""
"2800-2899 MISSION ST","GMP","Weekend","3pm-6pm",1.5,62,1.5,1.5,""
"2800-2899 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 MISSION ST","Commercial","Weekday","Open-12pm",2,41,2,2,""
"2900-2999 MISSION ST","Commercial","Weekday","12pm-3pm",3,45,3.25,3.25,""
"2900-2999 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,44,2.25,2.25,""
"2900-2999 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 MISSION ST","Commercial","Weekend","Open-12pm",1,,1,1,""
"2900-2999 MISSION ST","Commercial","Weekend","12pm-3pm",2.5,,2.75,2.75,""
"2900-2999 MISSION ST","Commercial","Weekend","3pm-6pm",2,,2,2,""
"2900-2999 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 MISSION ST","GMP","Weekday","Open-12pm",2,67,2,2,""
"2900-2999 MISSION ST","GMP","Weekday","12pm-3pm",3,80,3.25,3.25,""
"2900-2999 MISSION ST","GMP","Weekday","3pm-6pm",2.25,73,2.25,2.25,""
"2900-2999 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 MISSION ST","GMP","Weekend","Open-12pm",1,66,1,1,""
"2900-2999 MISSION ST","GMP","Weekend","12pm-3pm",2.5,84,2.75,2.75,""
"2900-2999 MISSION ST","GMP","Weekend","3pm-6pm",2,75,2,2,""
"2900-2999 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3001-3099 MISSION ST","Commercial","Weekday","Open-12pm",2.25,40,2,2,""
"3001-3099 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,44,2.25,2.25,""
"3001-3099 MISSION ST","Commercial","Weekday","3pm-6pm",2.5,39,2.5,2.5,""
"3001-3099 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3001-3099 MISSION ST","Commercial","Weekend","Open-12pm",0.75,,0.5,0.5,""
"3001-3099 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"3001-3099 MISSION ST","Commercial","Weekend","3pm-6pm",1.5,,1.5,1.5,""
"3001-3099 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3001-3099 MISSION ST","GMP","Weekday","Open-12pm",2.25,56,2,2,""
"3001-3099 MISSION ST","GMP","Weekday","12pm-3pm",2.25,72,2.25,2.25,""
"3001-3099 MISSION ST","GMP","Weekday","3pm-6pm",2.5,74,2.5,2.5,""
"3001-3099 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3001-3099 MISSION ST","GMP","Weekend","Open-12pm",0.75,47,0.5,0.5,""
"3001-3099 MISSION ST","GMP","Weekend","12pm-3pm",2.25,70,2.25,2.25,""
"3001-3099 MISSION ST","GMP","Weekend","3pm-6pm",1.5,63,1.5,1.5,""
"3001-3099 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3100-3199 MISSION ST","Commercial","Weekday","Open-12pm",1.75,37,1.75,1.75,""
"3100-3199 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,40,2.25,2.25,""
"3100-3199 MISSION ST","Commercial","Weekday","3pm-6pm",2,38,2,2,""
"3100-3199 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3100-3199 MISSION ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Minimum rate rule applied"
"3100-3199 MISSION ST","Commercial","Weekend","12pm-3pm",1.25,,1.25,1.25,""
"3100-3199 MISSION ST","Commercial","Weekend","3pm-6pm",2.25,,2.25,2.25,""
"3100-3199 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3100-3199 MISSION ST","GMP","Weekday","Open-12pm",1.75,60,1.75,1.75,""
"3100-3199 MISSION ST","GMP","Weekday","12pm-3pm",2.25,68,2.25,2.25,""
"3100-3199 MISSION ST","GMP","Weekday","3pm-6pm",2,69,2,2,""
"3100-3199 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3100-3199 MISSION ST","GMP","Weekend","Open-12pm",0.5,49,0.25,0.5,"Minimum rate rule applied"
"3100-3199 MISSION ST","GMP","Weekend","12pm-3pm",1.25,63,1.25,1.25,""
"3100-3199 MISSION ST","GMP","Weekend","3pm-6pm",2.25,65,2.25,2.25,""
"3100-3199 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3200-3305 MISSION ST","Commercial","Weekday","Open-12pm",1.75,40,1.5,1.75,"Meter payment realization rate threshold applied"
"3200-3305 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,43,2.25,2.25,""
"3200-3305 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,42,2.25,2.25,""
"3200-3305 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3200-3305 MISSION ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Minimum rate rule applied"
"3200-3305 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"3200-3305 MISSION ST","Commercial","Weekend","3pm-6pm",2.25,,2.25,2.25,""
"3200-3305 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3200-3305 MISSION ST","GMP","Weekday","Open-12pm",1.75,53,1.5,1.75,"Meter payment realization rate threshold applied"
"3200-3305 MISSION ST","GMP","Weekday","12pm-3pm",2.25,64,2.25,2.25,""
"3200-3305 MISSION ST","GMP","Weekday","3pm-6pm",2.25,64,2.25,2.25,""
"3200-3305 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3200-3305 MISSION ST","GMP","Weekend","Open-12pm",0.5,51,0.25,0.5,"Minimum rate rule applied"
"3200-3305 MISSION ST","GMP","Weekend","12pm-3pm",2.25,66,2.25,2.25,""
"3200-3305 MISSION ST","GMP","Weekend","3pm-6pm",2.25,72,2.25,2.25,""
"3200-3305 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3209-3399 MISSION ST","Commercial","Weekday","Open-12pm",0.75,44,0.75,0.75,""
"3209-3399 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,43,2.25,2.25,""
"3209-3399 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,40,2.25,2.25,""
"3209-3399 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3209-3399 MISSION ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Meter payment realization rate threshold applied"
"3209-3399 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"3209-3399 MISSION ST","Commercial","Weekend","3pm-6pm",2,,2,2,""
"3209-3399 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3209-3399 MISSION ST","GMP","Weekday","Open-12pm",0.75,61,0.75,0.75,""
"3209-3399 MISSION ST","GMP","Weekday","12pm-3pm",2.25,68,2.25,2.25,""
"3209-3399 MISSION ST","GMP","Weekday","3pm-6pm",2.25,62,2.25,2.25,""
"3209-3399 MISSION ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3209-3399 MISSION ST","GMP","Weekend","Open-12pm",0.5,57,0.25,0.5,"Meter payment realization rate threshold applied"
"3209-3399 MISSION ST","GMP","Weekend","12pm-3pm",2.25,62,2.25,2.25,""
"3209-3399 MISSION ST","GMP","Weekend","3pm-6pm",2,61,2,2,""
"3209-3399 MISSION ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3400-3519 MISSION ST","Commercial","Weekday","Open-12pm",2.25,44,2.25,2.25,""
"3400-3519 MISSION ST","Commercial","Weekday","12pm-3pm",2.25,45,2.25,2.25,""
"3400-3519 MISSION ST","Commercial","Weekday","3pm-6pm",2.25,44,2.25,2.25,""
"3400-3519 MISSION ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3400-3519 MISSION ST","Commercial","Weekend","Open-12pm",1.75,,1.5,1.5,""
"3400-3519 MISSION ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"3400-3519 MISSION ST","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.25,""
"3400-3519 MISSION ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3400-3519 MISSION ST","GMP","Weekday","Open-12pm",2.25,67,2.25,2.25,""
"3400-3519 MISSION ST","GMP","Weekday","12pm-3pm",2.25,70,2.25,2.25,""
"3400-3519 MISSION ST","GMP","Weekday","3pm-6pm",2.25,65,2.25,2.25,""
